,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,YearsInCurrentRole,YearsSinceLastPromotion
1387,No,29,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,1,Married,5373,0,No,12,3,0
1388,No,32,Non-Travel,Research & Development,15,4,Medical,Female,Healthcare Representative,4,Divorced,6667,5,No,18,1,1
1389,No,31,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,Research Scientist,1,Married,5003,1,No,21,8,8
1390,Yes,28,Travel_Rarely,Research & Development,17,3,Technical Degree,Male,Laboratory Technician,4,Divorced,2367,5,No,12,1,0
1391,No,38,Travel_Rarely,Sales,1,3,Life Sciences,Male,Sales Representative,1,Single,2858,4,No,14,0,0
1392,No,35,Travel_Rarely,Sales,7,4,Life Sciences,Female,Sales Executive,4,Married,5204,1,Yes,11,8,0
1393,No,27,Travel_Rarely,Sales,9,3,Marketing,Male,Sales Executive,4,Single,4105,1,No,14,7,0
1394,No,32,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,Manufacturing Director,4,Single,9679,8,No,24,0,0
1395,Yes,31,Travel_Frequently,Sales,26,4,Marketing,Male,Sales Executive,4,Married,5617,1,Yes,11,7,0
1396,Yes,53,Travel_Rarely,Sales,24,4,Life Sciences,Male,Sales Executive,1,Single,10448,6,Yes,13,2,2
1397,No,54,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,Research Scientist,3,Married,2897,3,No,11,3,2
1398,No,33,Travel_Frequently,Research & Development,7,2,Life Sciences,Male,Healthcare Representative,3,Divorced,5968,1,No,20,7,2
1399,No,43,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,Healthcare Representative,3,Married,7510,1,No,17,9,0
1400,No,38,Travel_Frequently,Human Resources,1,4,Other,Male,Human Resources,2,Married,2991,0,Yes,11,2,1
1401,No,55,Travel_Rarely,Human Resources,26,4,Human Resources,Male,Manager,2,Married,19636,4,Yes,18,9,1
1402,No,31,Travel_Rarely,Research & Development,2,1,Medical,Female,Laboratory Technician,4,Divorced,1129,1,Yes,11,0,0
1403,No,39,Travel_Rarely,Sales,15,4,Marketing,Male,Sales Executive,1,Single,13341,0,No,12,8,11
1404,No,42,Non-Travel,Research & Development,23,2,Life Sciences,Male,Research Scientist,3,Single,4332,1,No,12,9,3
1405,No,31,Non-Travel,Research & Development,10,3,Medical,Female,Research Director,3,Married,11031,4,No,20,7,4
1406,No,54,Travel_Rarely,Research & Development,10,3,Medical,Female,Manufacturing Director,1,Single,4440,6,Yes,19,2,1
1407,No,24,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Healthcare Representative,3,Single,4617,1,No,12,3,1
1408,No,23,Travel_Rarely,Research & Development,12,2,Other,Male,Laboratory Technician,4,Single,2647,1,No,13,2,1
1409,No,40,Travel_Frequently,Research & Development,11,3,Technical Degree,Female,Laboratory Technician,3,Married,6323,1,No,11,9,9
1410,No,40,Travel_Rarely,Sales,2,2,Marketing,Female,Sales Executive,2,Married,5677,3,No,14,8,5
1411,No,25,Travel_Rarely,Human Resources,2,3,Human Resources,Female,Human Resources,2,Married,2187,4,No,14,0,1
1412,No,30,Travel_Rarely,Research & Development,1,2,Medical,Male,Laboratory Technician,2,Married,3748,1,No,13,8,1
1413,No,25,Travel_Rarely,Research & Development,2,1,Other,Male,Laboratory Technician,3,Divorced,3977,6,Yes,19,2,0
1414,No,47,Travel_Rarely,Research & Development,25,3,Medical,Male,Healthcare Representative,3,Single,8633,2,No,23,14,12
1415,No,33,Non-Travel,Research & Development,1,2,Medical,Male,Laboratory Technician,3,Divorced,2008,1,No,12,1,0
1416,No,38,Travel_Rarely,Sales,1,4,Life Sciences,Male,Sales Executive,2,Married,4440,0,No,15,13,5
1417,No,31,Travel_Rarely,Sales,2,2,Life Sciences,Male,Sales Representative,3,Married,3067,0,No,19,2,1
1418,No,38,Travel_Frequently,Research & Development,6,4,Life Sciences,Male,Manufacturing Director,3,Married,5321,2,No,11,3,7
1419,No,42,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,Research Scientist,1,Divorced,5410,6,Yes,17,3,1
1420,No,41,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,2782,3,No,22,3,1
1421,No,47,Non-Travel,Research & Development,1,1,Medical,Female,Research Director,2,Married,11957,0,No,18,8,5
1422,No,35,Travel_Rarely,Research & Development,11,4,Medical,Male,Laboratory Technician,3,Married,2660,7,Yes,11,2,2
1423,No,22,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Single,3375,0,No,12,2,1
1424,No,35,Travel_Rarely,Research & Development,9,4,Medical,Male,Research Scientist,3,Single,5098,1,No,19,7,0
1425,No,33,Travel_Rarely,Research & Development,15,2,Medical,Female,Healthcare Representative,4,Married,4878,0,Yes,13,7,8
1426,No,32,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,Laboratory Technician,2,Single,2837,1,No,13,2,4
1427,No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,4,Married,2406,8,No,19,0,0
1428,No,32,Travel_Rarely,Sales,1,4,Medical,Male,Sales Representative,2,Married,2269,0,No,14,2,2
1429,No,39,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,Research Scientist,4,Single,4108,7,No,13,7,1
1430,No,38,Travel_Rarely,Research & Development,10,3,Medical,Female,Research Director,3,Married,13206,3,No,12,16,1
1431,No,32,Travel_Rarely,Sales,1,4,Marketing,Female,Sales Executive,4,Married,10422,1,No,19,10,5
1432,No,37,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Research Director,4,Married,13744,1,Yes,25,11,6
1433,No,25,Travel_Rarely,Sales,8,2,Other,Female,Sales Executive,3,Divorced,4907,0,Yes,22,3,0
1434,No,52,Non-Travel,Sales,29,4,Life Sciences,Male,Sales Representative,4,Divorced,3482,2,No,15,8,0
1435,No,44,Travel_Rarely,Research & Development,1,3,Medical,Male,Research Scientist,4,Single,2436,6,Yes,12,3,1
1436,No,21,Travel_Rarely,Sales,5,1,Medical,Male,Sales Representative,1,Single,2380,1,Yes,11,2,1
1437,No,39,Non-Travel,Research & Development,9,3,Life Sciences,Male,Manager,4,Single,19431,2,No,13,0,1
1438,Yes,23,Travel_Frequently,Sales,9,3,Marketing,Male,Sales Representative,1,Married,1790,1,No,19,0,1
1439,No,36,Travel_Rarely,Sales,3,3,Medical,Female,Sales Executive,4,Married,7644,0,No,19,7,3
1440,No,36,Travel_Frequently,Research & Development,4,2,Life Sciences,Female,Manufacturing Director,2,Divorced,5131,7,No,13,2,0
1441,No,56,Non-Travel,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,3,Divorced,6306,1,No,21,12,1
1442,Yes,29,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Scientist,4,Married,4787,9,Yes,14,2,2
1443,No,42,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Manager,3,Married,18880,5,No,11,6,4
1444,Yes,56,Travel_Rarely,Research & Development,7,2,Technical Degree,Male,Laboratory Technician,3,Married,2339,8,No,11,9,9
1445,No,41,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,Manufacturing Director,2,Married,13570,0,No,23,7,0
1446,No,34,Travel_Rarely,Sales,28,3,Marketing,Female,Sales Executive,3,Married,6712,1,No,21,7,1
1447,No,36,Non-Travel,Sales,15,4,Marketing,Male,Sales Executive,4,Divorced,5406,1,No,24,12,11
1448,No,41,Travel_Rarely,Sales,3,3,Life Sciences,Male,Sales Executive,2,Divorced,8938,2,No,11,4,0
1449,No,32,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,Research Scientist,1,Single,2439,1,No,14,2,1
1450,No,35,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,Human Resources,4,Single,8837,1,Yes,16,0,1
1451,No,38,Travel_Rarely,Sales,10,2,Life Sciences,Female,Sales Executive,4,Married,5343,1,No,11,7,1
1452,Yes,50,Travel_Frequently,Sales,1,4,Life Sciences,Male,Sales Executive,3,Divorced,6728,7,No,12,3,0
1453,No,36,Travel_Rarely,Sales,11,4,Marketing,Female,Sales Executive,4,Married,6652,4,No,13,3,0
1454,No,45,Travel_Rarely,Sales,20,3,Life Sciences,Female,Sales Executive,3,Single,4850,8,No,15,3,0
1455,No,40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Research Scientist,3,Single,2809,2,No,14,2,2
1456,No,35,Travel_Frequently,Research & Development,18,4,Life Sciences,Male,Healthcare Representative,3,Married,5689,1,Yes,14,2,0
1457,No,40,Travel_Rarely,Research & Development,2,4,Medical,Female,Research Scientist,3,Married,2001,2,No,14,3,0
1458,No,35,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Research Scientist,4,Married,2977,1,No,12,3,1
1459,No,29,Travel_Rarely,Research & Development,13,2,Other,Male,Laboratory Technician,2,Married,4025,4,Yes,13,3,0
1460,No,29,Travel_Rarely,Research & Development,28,4,Medical,Female,Research Scientist,1,Single,3785,1,No,14,4,0
1461,Yes,50,Travel_Rarely,Sales,28,3,Marketing,Male,Sales Executive,1,Divorced,10854,4,Yes,13,2,2
1462,No,39,Travel_Rarely,Sales,24,1,Marketing,Female,Sales Executive,4,Married,12031,0,No,11,9,9
1463,No,31,Non-Travel,Research & Development,5,3,Medical,Male,Manufacturing Director,1,Single,9936,0,No,19,4,1
1464,No,26,Travel_Rarely,Sales,5,3,Other,Female,Sales Representative,3,Single,2966,0,No,18,2,0
1465,No,36,Travel_Frequently,Research & Development,23,2,Medical,Male,Laboratory Technician,4,Married,2571,4,No,17,2,0
1466,No,39,Travel_Rarely,Research & Development,6,1,Medical,Male,Healthcare Representative,1,Married,9991,4,No,15,7,1
1467,No,27,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,Manufacturing Director,2,Married,6142,1,Yes,20,2,0
1468,No,49,Travel_Frequently,Sales,2,3,Medical,Male,Sales Executive,2,Married,5390,2,No,14,6,0
1469,No,34,Travel_Rarely,Research & Development,8,3,Medical,Male,Laboratory Technician,3,Married,4404,2,No,12,3,1
